antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"bors crud, piper",patrunjel radacina,0.04165232358003442,0.10981067125645438,0.039586919104991396,0.9504132231404959,8.65501696935154,1.0,0.03501304949327677,17.952151462994856,0.9229010494752624,0.35384615384615387,0.9442963701558935,0.6554573952693076
"cartofi, telina",ardei gras,0.060929432013769366,0.08296041308089501,0.043717728055077454,0.7175141242937852,8.648873572918864,1.0,0.038662997206430835,3.246320137693631,0.9417588380631304,0.436426116838488,0.6919589080606029,0.6222425393253159
"chilli bird, chinese garlic, dried bulbs, burnted","shallot bulbs, grilled",0.07228915662650602,0.07056798623063683,0.044061962134251294,0.6095238095238096,8.637398373983741,1.0,0.03896066192480767,2.3802527181898325,0.953125,0.4459930313588851,0.5798765432098766,0.6169570267131244
"patrunjel radacina, verdeata",bors crud,0.10189328743545611,0.10533562822719449,0.09259896729776247,0.9087837837837837,8.62750618265324,1.0,0.0818659738536146,9.808172372027782,0.9843948813158911,0.8078078078078076,0.8980442061915704,0.8939343755520226
"ardei gras, varza",patrunjel radacina,0.03648881239242685,0.10981067125645438,0.03442340791738382,0.9433962264150942,8.591116105755011,1.0,0.030416546935220595,15.726678141135945,0.9170632368703109,0.3076923076923077,0.9364137810270103,0.6284379251197728
"patrunjel radacina, unt",bors crud,0.04268502581755594,0.10533562822719449,0.03855421686746988,0.9032258064516129,8.574741724646849,1.0,0.03405796285708361,9.244865174985655,0.922766733446345,0.35220125786163525,0.891831845995358,0.6346194391735189
"ardei gras, telina",varza,0.06919104991394148,0.05748709122203098,0.034079173838209985,0.49253731343283585,8.567789793547234,1.0,0.030101581640059133,1.8573048496507039,0.9489420835574682,0.3680297397769517,0.4615854256838525,0.5426758423451604
"bors crud, morcovi",patrunjel radacina,0.10430292598967297,0.10981067125645438,0.0981067125645439,0.9405940594059407,8.565597939104256,1.0,0.08665313824760562,14.984853700516366,0.9861078522593956,0.8456973293768548,0.9332659484045853,0.9170054936528136
"fasole verde, telina",patrunjel radacina,0.03442340791738382,0.10981067125645438,0.03235800344234079,0.9400000000000001,8.560188087774296,1.0,0.02857794591199813,14.83648881239244,0.9146660598475368,0.28923076923076924,0.9325986078886311,0.6173354231974922
"rosie, telina",fasole verde,0.06746987951807229,0.05783132530120482,0.033390705679862305,0.49489795918367346,8.557610544217686,1.0,0.02948883312941957,1.865303638797615,0.9470417432536828,0.3632958801498127,0.4638942533535153,0.5361394557823129
"bors crud, ou (crud)",patrunjel radacina,0.05129087779690189,0.10981067125645438,0.04819277108433735,0.9395973154362417,8.556521007342578,1.0,0.04256048536412678,14.737578886976499,0.9308754924320961,0.426829268292683,0.9321462495523133,0.6892343943952368
"bors crud, mar",patrunjel radacina,0.033734939759036145,0.10981067125645438,0.03166953528399311,0.9387755102040816,8.549037169726825,1.0,0.027965078904257302,14.539759036144563,0.9138566626910983,0.28307692307692306,0.9312230692741132,0.6135883820612884
